stadium_name,week_number,average_temperature
Lumen Field,1,5.53
Lumen Field,2,-0.04
Lumen Field,3,1.7
Lumen Field,4,8.27
Lumen Field,5,9.17
Lumen Field,6,5.34
Lumen Field,7,5.06
Lumen Field,8,7.09
Lumen Field,9,4.17
Lumen Field,10,4.46
Lumen Field,11,7.61
Lumen Field,12,9.26
Lumen Field,13,8.31
Lumen Field,14,8.4
Lumen Field,15,9.2
Lumen Field,16,9.51
Lumen Field,17,10.51
Lumen Field,18,9.76
Lumen Field,19,13.0
Lumen Field,20,12.9
Lumen Field,21,11.54
Lumen Field,22,12.46
Lumen Field,23,14.19
Lumen Field,24,13.5
Lumen Field,25,16.16
Lumen Field,26,16.51
Lumen Field,27,19.17
Lumen Field,28,22.11
Lumen Field,29,20.8
Lumen Field,30,18.06
Lumen Field,31,20.29
Lumen Field,32,19.93
Lumen Field,33,18.73
Lumen Field,34,16.87
Lumen Field,35,17.01
Lumen Field,36,18.9
Lumen Field,37,15.93
Lumen Field,38,14.64
Lumen Field,39,15.04
Lumen Field,40,12.47
Lumen Field,41,13.29
Lumen Field,42,12.6
Lumen Field,43,10.66
Lumen Field,44,9.04
Lumen Field,45,8.77
Lumen Field,46,8.8
Lumen Field,47,7.24
Lumen Field,48,5.69
Lumen Field,49,5.09
Lumen Field,50,5.59
Lumen Field,51,8.24
Lumen Field,52,8.04
M&T Bank Stadium,1,3.96
M&T Bank Stadium,2,5.24
M&T Bank Stadium,3,-4.4
M&T Bank Stadium,4,6.34
M&T Bank Stadium,5,4.29
M&T Bank Stadium,6,5.44
M&T Bank Stadium,7,3.0
M&T Bank Stadium,8,2.8
M&T Bank Stadium,9,8.27
M&T Bank Stadium,10,9.3
M&T Bank Stadium,11,12.77
M&T Bank Stadium,12,5.41
M&T Bank Stadium,13,8.47
M&T Bank Stadium,14,8.86
M&T Bank Stadium,15,15.17
M&T Bank Stadium,16,14.54
M&T Bank Stadium,17,13.21
M&T Bank Stadium,18,19.8
M&T Bank Stadium,19,17.39
M&T Bank Stadium,20,17.44
M&T Bank Stadium,21,22.11
M&T Bank Stadium,22,20.36
M&T Bank Stadium,23,23.56
M&T Bank Stadium,24,22.91
M&T Bank Stadium,25,27.2
M&T Bank Stadium,26,26.61
M&T Bank Stadium,27,26.76
M&T Bank Stadium,28,27.73
M&T Bank Stadium,29,26.8
M&T Bank Stadium,30,24.46
M&T Bank Stadium,31,26.74
M&T Bank Stadium,32,25.41
M&T Bank Stadium,33,23.31
M&T Bank Stadium,34,20.26
M&T Bank Stadium,35,24.63
M&T Bank Stadium,36,19.43
M&T Bank Stadium,37,21.01
M&T Bank Stadium,38,21.43
M&T Bank Stadium,39,20.7
M&T Bank Stadium,40,18.51
M&T Bank Stadium,41,15.81
M&T Bank Stadium,42,12.1
M&T Bank Stadium,43,14.56
M&T Bank Stadium,44,14.17
M&T Bank Stadium,45,15.01
M&T Bank Stadium,46,10.16
M&T Bank Stadium,47,9.47
M&T Bank Stadium,48,5.5
M&T Bank Stadium,49,1.57
M&T Bank Stadium,50,4.16
M&T Bank Stadium,51,3.97
M&T Bank Stadium,52,3.47
Mercedes-Benz Stadium,1,6.01
Mercedes-Benz Stadium,2,5.53
Mercedes-Benz Stadium,3,-0.6
Mercedes-Benz Stadium,4,11.06
Mercedes-Benz Stadium,5,6.74
Mercedes-Benz Stadium,6,10.1
Mercedes-Benz Stadium,7,8.66
Mercedes-Benz Stadium,8,9.3
Mercedes-Benz Stadium,9,11.61
Mercedes-Benz Stadium,10,13.9
Mercedes-Benz Stadium,11,13.69
Mercedes-Benz Stadium,12,11.2
Mercedes-Benz Stadium,13,13.76
Mercedes-Benz Stadium,14,13.71
Mercedes-Benz Stadium,15,16.2
Mercedes-Benz Stadium,16,19.26
Mercedes-Benz Stadium,17,16.83
Mercedes-Benz Stadium,18,21.24
Mercedes-Benz Stadium,19,21.43
Mercedes-Benz Stadium,20,20.16
Mercedes-Benz Stadium,21,23.7
Mercedes-Benz Stadium,22,22.3
Mercedes-Benz Stadium,23,23.96
Mercedes-Benz Stadium,24,26.71
Mercedes-Benz Stadium,25,27.74
Mercedes-Benz Stadium,26,28.36
Mercedes-Benz Stadium,27,27.77
Mercedes-Benz Stadium,28,27.13
Mercedes-Benz Stadium,29,25.51
Mercedes-Benz Stadium,30,24.06
Mercedes-Benz Stadium,31,25.63
Mercedes-Benz Stadium,32,27.23
Mercedes-Benz Stadium,33,26.36
Mercedes-Benz Stadium,34,23.87
Mercedes-Benz Stadium,35,26.84
Mercedes-Benz Stadium,36,23.6
Mercedes-Benz Stadium,37,22.01
Mercedes-Benz Stadium,38,23.79
Mercedes-Benz Stadium,39,22.94
Mercedes-Benz Stadium,40,21.69
Mercedes-Benz Stadium,41,18.49
Mercedes-Benz Stadium,42,12.77
Mercedes-Benz Stadium,43,17.94
Mercedes-Benz Stadium,44,17.96
Mercedes-Benz Stadium,45,18.4
Mercedes-Benz Stadium,46,13.47
Mercedes-Benz Stadium,47,11.11
Mercedes-Benz Stadium,48,8.63
Mercedes-Benz Stadium,49,3.46
Mercedes-Benz Stadium,50,9.13
Mercedes-Benz Stadium,51,8.2
Mercedes-Benz Stadium,52,7.46
MetLife Stadium,1,2.74
MetLife Stadium,2,4.64
MetLife Stadium,3,-4.14
MetLife Stadium,4,3.66
MetLife Stadium,5,1.97
MetLife Stadium,6,3.7
MetLife Stadium,7,-0.07
MetLife Stadium,8,0.3
MetLife Stadium,9,6.41
MetLife Stadium,10,7.17
MetLife Stadium,11,10.0
MetLife Stadium,12,3.61
MetLife Stadium,13,7.39
MetLife Stadium,14,6.57
MetLife Stadium,15,12.56
MetLife Stadium,16,11.54
MetLife Stadium,17,10.37
MetLife Stadium,18,14.99
MetLife Stadium,19,15.54
MetLife Stadium,20,16.11
MetLife Stadium,21,20.56
MetLife Stadium,22,19.86
MetLife Stadium,23,21.74
MetLife Stadium,24,20.64
MetLife Stadium,25,26.3
MetLife Stadium,26,24.77
MetLife Stadium,27,24.83
MetLife Stadium,28,26.77
MetLife Stadium,29,26.17
MetLife Stadium,30,24.36
MetLife Stadium,31,26.19
MetLife Stadium,32,23.91
MetLife Stadium,33,23.0
MetLife Stadium,34,20.79
MetLife Stadium,35,23.33
MetLife Stadium,36,18.96
MetLife Stadium,37,19.76
MetLife Stadium,38,20.36
MetLife Stadium,39,18.29
MetLife Stadium,40,17.53
MetLife Stadium,41,15.49
MetLife Stadium,42,11.71
MetLife Stadium,43,15.0
MetLife Stadium,44,14.29
MetLife Stadium,45,13.63
MetLife Stadium,46,9.56
MetLife Stadium,47,8.77
MetLife Stadium,48,4.91
MetLife Stadium,49,1.41
MetLife Stadium,50,3.29
MetLife Stadium,51,2.21
MetLife Stadium,52,-1.03
Nissan Stadium,1,4.56
Nissan Stadium,2,4.24
Nissan Stadium,3,-8.83
Nissan Stadium,4,7.94
Nissan Stadium,5,6.27
Nissan Stadium,6,10.51
Nissan Stadium,7,5.7
Nissan Stadium,8,8.51
Nissan Stadium,9,11.63
Nissan Stadium,10,13.34
Nissan Stadium,11,12.81
Nissan Stadium,12,9.39
Nissan Stadium,13,13.53
Nissan Stadium,14,12.86
Nissan Stadium,15,16.29
Nissan Stadium,16,18.54
Nissan Stadium,17,17.43
Nissan Stadium,18,21.17
Nissan Stadium,19,20.16
Nissan Stadium,20,20.01
Nissan Stadium,21,23.23
Nissan Stadium,22,21.17
Nissan Stadium,23,23.23
Nissan Stadium,24,23.51
Nissan Stadium,25,27.11
Nissan Stadium,26,27.14
Nissan Stadium,27,27.0
Nissan Stadium,28,27.09
Nissan Stadium,29,26.17
Nissan Stadium,30,24.43
Nissan Stadium,31,26.71
Nissan Stadium,32,25.79
Nissan Stadium,33,25.73
Nissan Stadium,34,23.96
Nissan Stadium,35,27.6
Nissan Stadium,36,23.46
Nissan Stadium,37,22.56
Nissan Stadium,38,24.11
Nissan Stadium,39,21.07
Nissan Stadium,40,21.5
Nissan Stadium,41,18.3
Nissan Stadium,42,11.73
Nissan Stadium,43,17.31
Nissan Stadium,44,18.6
Nissan Stadium,45,19.14
Nissan Stadium,46,13.29
Nissan Stadium,47,11.3
Nissan Stadium,48,6.7
Nissan Stadium,49,1.33
Nissan Stadium,50,8.44
Nissan Stadium,51,6.96
Nissan Stadium,52,10.44
Northwest Stadium,1,3.89
Northwest Stadium,2,5.29
Northwest Stadium,3,-4.33
Northwest Stadium,4,7.21
Northwest Stadium,5,4.17
Northwest Stadium,6,5.44
Northwest Stadium,7,3.33
Northwest Stadium,8,3.26
Northwest Stadium,9,8.43
Northwest Stadium,10,9.26
Northwest Stadium,11,12.66
Northwest Stadium,12,5.57
Northwest Stadium,13,8.43
Northwest Stadium,14,8.83
Northwest Stadium,15,15.76
Northwest Stadium,16,15.01
Northwest Stadium,17,13.34
Northwest Stadium,18,19.43
Northwest Stadium,19,17.09
Northwest Stadium,20,17.03
Northwest Stadium,21,21.93
Northwest Stadium,22,19.81
Northwest Stadium,23,23.0
Northwest Stadium,24,22.24
Northwest Stadium,25,26.93
Northwest Stadium,26,26.1
Northwest Stadium,27,26.1
Northwest Stadium,28,27.49
Northwest Stadium,29,26.36
Northwest Stadium,30,23.8
Northwest Stadium,31,26.5
Northwest Stadium,32,25.21
Northwest Stadium,33,23.29
Northwest Stadium,34,20.39
Northwest Stadium,35,24.53
Northwest Stadium,36,19.14
Northwest Stadium,37,20.43
Northwest Stadium,38,20.97
Northwest Stadium,39,20.6
Northwest Stadium,40,18.6
Northwest Stadium,41,15.61
Northwest Stadium,42,11.83
Northwest Stadium,43,14.4
Northwest Stadium,44,14.36
Northwest Stadium,45,15.13
Northwest Stadium,46,9.79
Northwest Stadium,47,9.04
Northwest Stadium,48,5.46
Northwest Stadium,49,1.14
Northwest Stadium,50,4.54
Northwest Stadium,51,4.11
Northwest Stadium,52,3.76
NRG Stadium,1,12.47
NRG Stadium,2,11.89
NRG Stadium,3,3.81
NRG Stadium,4,15.3
NRG Stadium,5,14.64
NRG Stadium,6,17.27
NRG Stadium,7,12.07
NRG Stadium,8,16.64
NRG Stadium,9,17.86
NRG Stadium,10,19.2
NRG Stadium,11,20.67
NRG Stadium,12,17.17
NRG Stadium,13,18.26
NRG Stadium,14,21.23
NRG Stadium,15,20.81
NRG Stadium,16,23.04
NRG Stadium,17,22.19
NRG Stadium,18,23.54
NRG Stadium,19,25.81
NRG Stadium,20,24.3
NRG Stadium,21,27.97
NRG Stadium,22,26.1
NRG Stadium,23,27.83
NRG Stadium,24,27.77
NRG Stadium,25,27.31
NRG Stadium,26,29.21
NRG Stadium,27,29.64
NRG Stadium,28,26.46
NRG Stadium,29,27.27
NRG Stadium,30,25.23
NRG Stadium,31,28.71
NRG Stadium,32,29.39
NRG Stadium,33,29.19
NRG Stadium,34,29.24
NRG Stadium,35,26.2
NRG Stadium,36,25.76
NRG Stadium,37,26.1
NRG Stadium,38,27.7
NRG Stadium,39,26.21
NRG Stadium,40,26.5
NRG Stadium,41,24.66
NRG Stadium,42,21.74
NRG Stadium,43,23.03
NRG Stadium,44,24.47
NRG Stadium,45,23.74
NRG Stadium,46,19.73
NRG Stadium,47,17.39
NRG Stadium,48,15.93
NRG Stadium,49,13.49
NRG Stadium,50,16.09
NRG Stadium,51,15.26
NRG Stadium,52,17.81
Paycor Stadium,1,2.63
Paycor Stadium,2,0.83
Paycor Stadium,3,-8.23
Paycor Stadium,4,5.51
Paycor Stadium,5,3.34
Paycor Stadium,6,7.39
Paycor Stadium,7,2.0
Paycor Stadium,8,5.53
Paycor Stadium,9,8.63
Paycor Stadium,10,11.56
Paycor Stadium,11,11.3
Paycor Stadium,12,4.01
Paycor Stadium,13,11.63
Paycor Stadium,14,10.04
Paycor Stadium,15,15.41
Paycor Stadium,16,16.19
Paycor Stadium,17,14.76
Paycor Stadium,18,20.99
Paycor Stadium,19,18.7
Paycor Stadium,20,19.87
Paycor Stadium,21,22.91
Paycor Stadium,22,19.36
Paycor Stadium,23,22.37
Paycor Stadium,24,22.43
Paycor Stadium,25,28.36
Paycor Stadium,26,25.43
Paycor Stadium,27,24.57
Paycor Stadium,28,25.73
Paycor Stadium,29,25.0
Paycor Stadium,30,24.33
Paycor Stadium,31,25.59
Paycor Stadium,32,24.69
Paycor Stadium,33,23.87
Paycor Stadium,34,21.43
Paycor Stadium,35,27.26
Paycor Stadium,36,20.4
Paycor Stadium,37,22.66
Paycor Stadium,38,24.51
Paycor Stadium,39,21.03
Paycor Stadium,40,19.61
Paycor Stadium,41,16.5
Paycor Stadium,42,10.83
Paycor Stadium,43,14.5
Paycor Stadium,44,15.24
Paycor Stadium,45,16.14
Paycor Stadium,46,10.49
Paycor Stadium,47,8.63
Paycor Stadium,48,3.44
Paycor Stadium,49,-0.4
Paycor Stadium,50,3.59
Paycor Stadium,51,3.54
Paycor Stadium,52,8.47
Raymond James Stadium,1,16.81
Raymond James Stadium,2,15.51
Raymond James Stadium,3,13.56
Raymond James Stadium,4,19.47
Raymond James Stadium,5,13.81
Raymond James Stadium,6,16.19
Raymond James Stadium,7,16.93
Raymond James Stadium,8,14.59
Raymond James Stadium,9,19.01
Raymond James Stadium,10,21.44
Raymond James Stadium,11,20.81
Raymond James Stadium,12,19.14
Raymond James Stadium,13,20.74
Raymond James Stadium,14,20.51
Raymond James Stadium,15,21.86
Raymond James Stadium,16,23.96
Raymond James Stadium,17,22.97
Raymond James Stadium,18,25.93
Raymond James Stadium,19,27.34
Raymond James Stadium,20,27.2
Raymond James Stadium,21,27.97
Raymond James Stadium,22,28.83
Raymond James Stadium,23,28.67
Raymond James Stadium,24,27.17
Raymond James Stadium,25,27.24
Raymond James Stadium,26,28.09
Raymond James Stadium,27,28.33
Raymond James Stadium,28,28.73
Raymond James Stadium,29,28.11
Raymond James Stadium,30,27.89
Raymond James Stadium,31,27.09
Raymond James Stadium,32,28.69
Raymond James Stadium,33,28.31
Raymond James Stadium,34,27.41
Raymond James Stadium,35,26.89
Raymond James Stadium,36,26.46
Raymond James Stadium,37,26.67
Raymond James Stadium,38,26.5
Raymond James Stadium,39,27.16
Raymond James Stadium,40,26.19
Raymond James Stadium,41,23.79
Raymond James Stadium,42,21.24
Raymond James Stadium,43,22.94
Raymond James Stadium,44,23.91
Raymond James Stadium,45,25.03
Raymond James Stadium,46,23.3
Raymond James Stadium,47,18.43
Raymond James Stadium,48,16.59
Raymond James Stadium,49,13.41
Raymond James Stadium,50,17.4
Raymond James Stadium,51,17.63
Raymond James Stadium,52,18.51
SoFi Stadium,1,11.48
SoFi Stadium,2,9.54
SoFi Stadium,3,12.56
SoFi Stadium,4,13.67
SoFi Stadium,5,12.94
SoFi Stadium,6,11.2
SoFi Stadium,7,11.89
SoFi Stadium,8,13.84
SoFi Stadium,9,13.2
SoFi Stadium,10,12.13
SoFi Stadium,11,13.4
SoFi Stadium,12,13.81
SoFi Stadium,13,12.56
SoFi Stadium,14,11.97
SoFi Stadium,15,14.3
SoFi Stadium,16,14.09
SoFi Stadium,17,15.01
SoFi Stadium,18,15.69
SoFi Stadium,19,15.39
SoFi Stadium,20,15.26
SoFi Stadium,21,15.26
SoFi Stadium,22,15.84
SoFi Stadium,23,17.57
SoFi Stadium,24,17.6
SoFi Stadium,25,19.0
SoFi Stadium,26,19.97
SoFi Stadium,27,20.19
SoFi Stadium,28,20.24
SoFi Stadium,29,20.66
SoFi Stadium,30,21.14
SoFi Stadium,31,19.29
SoFi Stadium,32,21.29
SoFi Stadium,33,21.53
SoFi Stadium,34,20.84
SoFi Stadium,35,20.11
SoFi Stadium,36,24.66
SoFi Stadium,37,21.06
SoFi Stadium,38,18.31
SoFi Stadium,39,17.6
SoFi Stadium,40,19.37
SoFi Stadium,41,17.96
SoFi Stadium,42,18.03
SoFi Stadium,43,17.39
SoFi Stadium,44,15.63
SoFi Stadium,45,15.21
SoFi Stadium,46,14.1
SoFi Stadium,47,13.14
SoFi Stadium,48,15.27
SoFi Stadium,49,12.87
SoFi Stadium,50,11.79
SoFi Stadium,51,13.64
SoFi Stadium,52,12.64
Soldier Field,1,-0.02
Soldier Field,2,-3.69
Soldier Field,3,-13.44
Soldier Field,4,1.04
Soldier Field,5,1.46
Soldier Field,6,3.24
Soldier Field,7,-0.79
Soldier Field,8,3.46
Soldier Field,9,6.09
Soldier Field,10,5.83
Soldier Field,11,7.44
Soldier Field,12,1.31
Soldier Field,13,5.81
Soldier Field,14,4.64
Soldier Field,15,12.19
Soldier Field,16,10.36
Soldier Field,17,11.97
Soldier Field,18,15.73
Soldier Field,19,14.47
Soldier Field,20,16.29
Soldier Field,21,20.07
Soldier Field,22,15.79
Soldier Field,23,20.39
Soldier Field,24,21.6
Soldier Field,25,26.66
Soldier Field,26,22.39
Soldier Field,27,22.31
Soldier Field,28,23.09
Soldier Field,29,22.04
Soldier Field,30,21.9
Soldier Field,31,24.8
Soldier Field,32,21.56
Soldier Field,33,22.29
Soldier Field,34,20.66
Soldier Field,35,25.23
Soldier Field,36,18.64
Soldier Field,37,22.31
Soldier Field,38,22.76
Soldier Field,39,17.94
Soldier Field,40,18.0
Soldier Field,41,15.64
Soldier Field,42,10.57
Soldier Field,43,12.86
Soldier Field,44,14.01
Soldier Field,45,12.74
Soldier Field,46,9.11
Soldier Field,47,7.07
Soldier Field,48,-0.86
Soldier Field,49,-2.27
Soldier Field,50,-1.3
Soldier Field,51,-0.81
Soldier Field,52,4.19
State Farm Stadium,1,9.88
State Farm Stadium,2,6.53
State Farm Stadium,3,12.33
State Farm Stadium,4,11.79
State Farm Stadium,5,13.61
State Farm Stadium,6,10.04
State Farm Stadium,7,11.69
State Farm Stadium,8,16.37
State Farm Stadium,9,17.19
State Farm Stadium,10,15.21
State Farm Stadium,11,14.99
State Farm Stadium,12,16.5
State Farm Stadium,13,16.99
State Farm Stadium,14,15.4
State Farm Stadium,15,21.37
State Farm Stadium,16,24.26
State Farm Stadium,17,24.51
State Farm Stadium,18,26.01
State Farm Stadium,19,24.59
State Farm Stadium,20,29.77
State Farm Stadium,21,27.47
State Farm Stadium,22,31.21
State Farm Stadium,23,33.73
State Farm Stadium,24,34.7
State Farm Stadium,25,34.76
State Farm Stadium,26,36.71
State Farm Stadium,27,37.46
State Farm Stadium,28,38.07
State Farm Stadium,29,36.8
State Farm Stadium,30,37.19
State Farm Stadium,31,36.91
State Farm Stadium,32,35.31
State Farm Stadium,33,35.64
State Farm Stadium,34,35.0
State Farm Stadium,35,34.99
State Farm Stadium,36,36.19
State Farm Stadium,37,33.3
State Farm Stadium,38,27.91
State Farm Stadium,39,33.66
State Farm Stadium,40,33.41
State Farm Stadium,41,31.1
State Farm Stadium,42,23.83
State Farm Stadium,43,23.77
State Farm Stadium,44,18.1
State Farm Stadium,45,14.27
State Farm Stadium,46,15.34
State Farm Stadium,47,14.6
State Farm Stadium,48,16.66
State Farm Stadium,49,16.2
State Farm Stadium,50,12.83
State Farm Stadium,51,14.39
State Farm Stadium,52,13.37
U.S. Bank Stadium,1,-2.39
U.S. Bank Stadium,2,-9.13
U.S. Bank Stadium,3,-16.06
U.S. Bank Stadium,4,-0.6
U.S. Bank Stadium,5,1.01
U.S. Bank Stadium,6,1.93
U.S. Bank Stadium,7,-4.5
U.S. Bank Stadium,8,0.07
U.S. Bank Stadium,9,2.21
U.S. Bank Stadium,10,1.01
U.S. Bank Stadium,11,6.11
U.S. Bank Stadium,12,-2.27
U.S. Bank Stadium,13,-1.23
U.S. Bank Stadium,14,4.29
U.S. Bank Stadium,15,10.47
U.S. Bank Stadium,16,7.46
U.S. Bank Stadium,17,10.23
U.S. Bank Stadium,18,11.29
U.S. Bank Stadium,19,15.6
U.S. Bank Stadium,20,17.24
U.S. Bank Stadium,21,17.0
U.S. Bank Stadium,22,16.63
U.S. Bank Stadium,23,18.8
U.S. Bank Stadium,24,20.21
U.S. Bank Stadium,25,19.77
U.S. Bank Stadium,26,20.77
U.S. Bank Stadium,27,19.84
U.S. Bank Stadium,28,23.2
U.S. Bank Stadium,29,21.21
U.S. Bank Stadium,30,23.06
U.S. Bank Stadium,31,24.26
U.S. Bank Stadium,32,17.89
U.S. Bank Stadium,33,20.99
U.S. Bank Stadium,34,21.37
U.S. Bank Stadium,35,21.67
U.S. Bank Stadium,36,17.99
U.S. Bank Stadium,37,22.26
U.S. Bank Stadium,38,22.26
U.S. Bank Stadium,39,18.16
U.S. Bank Stadium,40,15.67
U.S. Bank Stadium,41,13.7
U.S. Bank Stadium,42,11.91
U.S. Bank Stadium,43,12.81
U.S. Bank Stadium,44,10.61
U.S. Bank Stadium,45,7.1
U.S. Bank Stadium,46,5.69
U.S. Bank Stadium,47,3.23
U.S. Bank Stadium,48,-7.16
U.S. Bank Stadium,49,-4.66
U.S. Bank Stadium,50,-8.17
U.S. Bank Stadium,51,-6.1
U.S. Bank Stadium,52,0.09
