stadium_name,week_number,condition
Lucas Oil Stadium,24,cloudy
Lucas Oil Stadium,25,rainy
Lucas Oil Stadium,26,cloudy
Lucas Oil Stadium,27,cloudy
Lucas Oil Stadium,28,rainy
Lucas Oil Stadium,29,drizzle
Lucas Oil Stadium,30,drizzle
Lucas Oil Stadium,31,rainy
Lucas Oil Stadium,32,cloudy
Lucas Oil Stadium,33,rainy
Lucas Oil Stadium,34,cloudy
Lucas Oil Stadium,35,drizzle
Lucas Oil Stadium,36,sunny
Lucas Oil Stadium,37,sunny
Lucas Oil Stadium,38,cloudy
Lucas Oil Stadium,39,rainy
Lucas Oil Stadium,40,cloudy
Lucas Oil Stadium,41,sunny
Lucas Oil Stadium,42,sunny
Lucas Oil Stadium,43,cloudy
Lucas Oil Stadium,44,cloudy
Lucas Oil Stadium,45,rainy
Lucas Oil Stadium,46,cloudy
Lucas Oil Stadium,47,drizzle
Lucas Oil Stadium,48,cloudy
Lucas Oil Stadium,49,cloudy
Lucas Oil Stadium,50,rainy
Lucas Oil Stadium,51,cloudy
Lucas Oil Stadium,52,drizzle
Lumen Field,1,drizzle
Lumen Field,2,rainy
Lumen Field,3,drizzle
Lumen Field,4,rainy
Lumen Field,5,cloudy
Lumen Field,6,drizzle
Lumen Field,7,cloudy
Lumen Field,8,drizzle
Lumen Field,9,snowy
Lumen Field,10,drizzle
Lumen Field,11,rainy
Lumen Field,12,drizzle
Lumen Field,13,rainy
Lumen Field,14,drizzle
Lumen Field,15,drizzle
Lumen Field,16,drizzle
Lumen Field,17,drizzle
Lumen Field,18,drizzle
Lumen Field,19,cloudy
Lumen Field,20,cloudy
Lumen Field,21,drizzle
Lumen Field,22,cloudy
Lumen Field,23,cloudy
Lumen Field,24,drizzle
Lumen Field,25,drizzle
Lumen Field,26,drizzle
Lumen Field,27,sunny
Lumen Field,28,sunny
Lumen Field,29,cloudy
Lumen Field,30,cloudy
Lumen Field,31,cloudy
Lumen Field,32,cloudy
Lumen Field,33,cloudy
Lumen Field,34,drizzle
Lumen Field,35,sunny
Lumen Field,36,cloudy
Lumen Field,37,drizzle
Lumen Field,38,cloudy
Lumen Field,39,cloudy
Lumen Field,40,cloudy
Lumen Field,41,cloudy
Lumen Field,42,drizzle
Lumen Field,43,drizzle
Lumen Field,44,drizzle
Lumen Field,45,cloudy
Lumen Field,46,rainy
Lumen Field,47,drizzle
Lumen Field,48,cloudy
Lumen Field,49,cloudy
Lumen Field,50,cloudy
Lumen Field,51,rainy
Lumen Field,52,rainy
M&T Bank Stadium,1,drizzle
M&T Bank Stadium,2,rainy
M&T Bank Stadium,3,snowy
M&T Bank Stadium,4,rainy
M&T Bank Stadium,5,cloudy
M&T Bank Stadium,6,cloudy
M&T Bank Stadium,7,cloudy
M&T Bank Stadium,8,cloudy
M&T Bank Stadium,9,cloudy
M&T Bank Stadium,10,rainy
M&T Bank Stadium,11,cloudy
M&T Bank Stadium,12,cloudy
M&T Bank Stadium,13,cloudy
M&T Bank Stadium,14,rainy
M&T Bank Stadium,15,cloudy
M&T Bank Stadium,16,drizzle
M&T Bank Stadium,17,cloudy
M&T Bank Stadium,18,cloudy
M&T Bank Stadium,19,drizzle
M&T Bank Stadium,20,drizzle
M&T Bank Stadium,21,drizzle
M&T Bank Stadium,22,rainy
M&T Bank Stadium,23,drizzle
M&T Bank Stadium,24,rainy
M&T Bank Stadium,25,cloudy
M&T Bank Stadium,26,rainy
M&T Bank Stadium,27,cloudy
M&T Bank Stadium,28,rainy
M&T Bank Stadium,29,drizzle
M&T Bank Stadium,30,rainy
M&T Bank Stadium,31,rainy
M&T Bank Stadium,32,rainy
M&T Bank Stadium,33,cloudy
M&T Bank Stadium,34,cloudy
M&T Bank Stadium,35,rainy
M&T Bank Stadium,36,cloudy
M&T Bank Stadium,37,cloudy
M&T Bank Stadium,38,cloudy
M&T Bank Stadium,39,rainy
M&T Bank Stadium,40,drizzle
M&T Bank Stadium,41,sunny
M&T Bank Stadium,42,sunny
M&T Bank Stadium,43,cloudy
M&T Bank Stadium,44,cloudy
M&T Bank Stadium,45,cloudy
M&T Bank Stadium,46,partly_cloudy
M&T Bank Stadium,47,cloudy
M&T Bank Stadium,48,cloudy
M&T Bank Stadium,49,cloudy
M&T Bank Stadium,50,rainy
M&T Bank Stadium,51,cloudy
M&T Bank Stadium,52,cloudy
Mercedes-Benz Stadium,1,cloudy
Mercedes-Benz Stadium,2,rainy
Mercedes-Benz Stadium,3,drizzle
Mercedes-Benz Stadium,4,rainy
Mercedes-Benz Stadium,5,cloudy
Mercedes-Benz Stadium,6,cloudy
Mercedes-Benz Stadium,7,cloudy
Mercedes-Benz Stadium,8,cloudy
Mercedes-Benz Stadium,9,rainy
Mercedes-Benz Stadium,10,rainy
Mercedes-Benz Stadium,11,cloudy
Mercedes-Benz Stadium,12,cloudy
Mercedes-Benz Stadium,13,cloudy
Mercedes-Benz Stadium,14,cloudy
Mercedes-Benz Stadium,15,rainy
Mercedes-Benz Stadium,16,drizzle
Mercedes-Benz Stadium,17,cloudy
Mercedes-Benz Stadium,18,cloudy
Mercedes-Benz Stadium,19,rainy
Mercedes-Benz Stadium,20,rainy
Mercedes-Benz Stadium,21,cloudy
Mercedes-Benz Stadium,22,cloudy
Mercedes-Benz Stadium,23,drizzle
Mercedes-Benz Stadium,24,cloudy
Mercedes-Benz Stadium,25,cloudy
Mercedes-Benz Stadium,26,rainy
Mercedes-Benz Stadium,27,drizzle
Mercedes-Benz Stadium,28,drizzle
Mercedes-Benz Stadium,29,rainy
Mercedes-Benz Stadium,30,rainy
Mercedes-Benz Stadium,31,drizzle
Mercedes-Benz Stadium,32,drizzle
Mercedes-Benz Stadium,33,drizzle
Mercedes-Benz Stadium,34,sunny
Mercedes-Benz Stadium,35,drizzle
Mercedes-Benz Stadium,36,drizzle
Mercedes-Benz Stadium,37,drizzle
Mercedes-Benz Stadium,38,cloudy
Mercedes-Benz Stadium,39,drizzle
Mercedes-Benz Stadium,40,drizzle
Mercedes-Benz Stadium,41,sunny
Mercedes-Benz Stadium,42,cloudy
Mercedes-Benz Stadium,43,sunny
Mercedes-Benz Stadium,44,cloudy
Mercedes-Benz Stadium,45,drizzle
Mercedes-Benz Stadium,46,drizzle
Mercedes-Benz Stadium,47,cloudy
Mercedes-Benz Stadium,48,cloudy
Mercedes-Benz Stadium,49,cloudy
Mercedes-Benz Stadium,50,rainy
Mercedes-Benz Stadium,51,cloudy
Mercedes-Benz Stadium,52,rainy
MetLife Stadium,1,snowy
MetLife Stadium,2,rainy
MetLife Stadium,3,snowy
MetLife Stadium,4,drizzle
MetLife Stadium,5,drizzle
MetLife Stadium,6,cloudy
MetLife Stadium,7,snowy
MetLife Stadium,8,cloudy
MetLife Stadium,9,rainy
MetLife Stadium,10,rainy
MetLife Stadium,11,cloudy
MetLife Stadium,12,cloudy
MetLife Stadium,13,drizzle
MetLife Stadium,14,drizzle
MetLife Stadium,15,drizzle
MetLife Stadium,16,cloudy
MetLife Stadium,17,cloudy
MetLife Stadium,18,rainy
MetLife Stadium,19,cloudy
MetLife Stadium,20,drizzle
MetLife Stadium,21,cloudy
MetLife Stadium,22,cloudy
MetLife Stadium,23,cloudy
MetLife Stadium,24,cloudy
MetLife Stadium,25,cloudy
MetLife Stadium,26,cloudy
MetLife Stadium,27,drizzle
MetLife Stadium,28,drizzle
MetLife Stadium,29,drizzle
MetLife Stadium,30,cloudy
MetLife Stadium,31,rainy
MetLife Stadium,32,rainy
MetLife Stadium,33,cloudy
MetLife Stadium,34,cloudy
MetLife Stadium,35,drizzle
MetLife Stadium,36,sunny
MetLife Stadium,37,cloudy
MetLife Stadium,38,cloudy
MetLife Stadium,39,drizzle
MetLife Stadium,40,drizzle
MetLife Stadium,41,cloudy
MetLife Stadium,42,drizzle
MetLife Stadium,43,cloudy
MetLife Stadium,44,cloudy
MetLife Stadium,45,cloudy
MetLife Stadium,46,sunny
MetLife Stadium,47,cloudy
MetLife Stadium,48,cloudy
MetLife Stadium,49,cloudy
MetLife Stadium,50,rainy
MetLife Stadium,51,snowy
MetLife Stadium,52,cloudy
Nissan Stadium,1,cloudy
Nissan Stadium,2,snowy
Nissan Stadium,3,cloudy
Nissan Stadium,4,drizzle
Nissan Stadium,5,cloudy
Nissan Stadium,6,cloudy
Nissan Stadium,7,cloudy
Nissan Stadium,8,cloudy
Nissan Stadium,9,cloudy
Nissan Stadium,10,rainy
Nissan Stadium,11,cloudy
Nissan Stadium,12,cloudy
Nissan Stadium,13,cloudy
Nissan Stadium,14,cloudy
Nissan Stadium,15,rainy
Nissan Stadium,16,cloudy
Nissan Stadium,17,cloudy
Nissan Stadium,18,rainy
Nissan Stadium,19,drizzle
Nissan Stadium,20,drizzle
Nissan Stadium,21,rainy
Nissan Stadium,22,cloudy
Nissan Stadium,23,rainy
Nissan Stadium,24,cloudy
Nissan Stadium,25,drizzle
Nissan Stadium,26,rainy
Nissan Stadium,27,cloudy
Nissan Stadium,28,cloudy
Nissan Stadium,29,drizzle
Nissan Stadium,30,rainy
Nissan Stadium,31,drizzle
Nissan Stadium,32,cloudy
Nissan Stadium,33,cloudy
Nissan Stadium,34,cloudy
Nissan Stadium,35,sunny
Nissan Stadium,36,cloudy
Nissan Stadium,37,rainy
Nissan Stadium,38,cloudy
Nissan Stadium,39,rainy
Nissan Stadium,40,drizzle
Nissan Stadium,41,sunny
Nissan Stadium,42,cloudy
Nissan Stadium,43,sunny
Nissan Stadium,44,cloudy
Nissan Stadium,45,rainy
Nissan Stadium,46,cloudy
Nissan Stadium,47,cloudy
Nissan Stadium,48,drizzle
Nissan Stadium,49,sunny
Nissan Stadium,50,rainy
Nissan Stadium,51,cloudy
Nissan Stadium,52,cloudy
Northwest Stadium,1,cloudy
Northwest Stadium,2,cloudy
Northwest Stadium,3,snowy
Northwest Stadium,4,drizzle
Northwest Stadium,5,drizzle
Northwest Stadium,6,cloudy
Northwest Stadium,7,snowy
Northwest Stadium,8,cloudy
Northwest Stadium,9,cloudy
Northwest Stadium,10,rainy
Northwest Stadium,11,cloudy
Northwest Stadium,12,cloudy
Northwest Stadium,13,cloudy
Northwest Stadium,14,rainy
Northwest Stadium,15,cloudy
Northwest Stadium,16,drizzle
Northwest Stadium,17,cloudy
Northwest Stadium,18,drizzle
Northwest Stadium,19,rainy
Northwest Stadium,20,rainy
Northwest Stadium,21,drizzle
Northwest Stadium,22,rainy
Northwest Stadium,23,drizzle
Northwest Stadium,24,drizzle
Northwest Stadium,25,drizzle
Northwest Stadium,26,rainy
Northwest Stadium,27,cloudy
Northwest Stadium,28,drizzle
Northwest Stadium,29,drizzle
Northwest Stadium,30,rainy
Northwest Stadium,31,rainy
Northwest Stadium,32,rainy
Northwest Stadium,33,cloudy
Northwest Stadium,34,cloudy
Northwest Stadium,35,rainy
Northwest Stadium,36,cloudy
Northwest Stadium,37,cloudy
Northwest Stadium,38,drizzle
Northwest Stadium,39,rainy
Northwest Stadium,40,drizzle
Northwest Stadium,41,sunny
Northwest Stadium,42,sunny
Northwest Stadium,43,cloudy
Northwest Stadium,44,cloudy
Northwest Stadium,45,cloudy
Northwest Stadium,46,cloudy
Northwest Stadium,47,cloudy
Northwest Stadium,48,cloudy
Northwest Stadium,49,cloudy
Northwest Stadium,50,cloudy
Northwest Stadium,51,drizzle
Northwest Stadium,52,cloudy
NRG Stadium,1,cloudy
NRG Stadium,2,drizzle
NRG Stadium,3,cloudy
NRG Stadium,4,rainy
NRG Stadium,5,cloudy
NRG Stadium,6,cloudy
NRG Stadium,7,drizzle
NRG Stadium,8,cloudy
NRG Stadium,9,drizzle
NRG Stadium,10,rainy
NRG Stadium,11,drizzle
NRG Stadium,12,cloudy
NRG Stadium,13,cloudy
NRG Stadium,14,cloudy
NRG Stadium,15,rainy
NRG Stadium,16,drizzle
NRG Stadium,17,drizzle
NRG Stadium,18,rainy
NRG Stadium,19,drizzle
NRG Stadium,20,cloudy
NRG Stadium,21,drizzle
NRG Stadium,22,rainy
NRG Stadium,23,drizzle
NRG Stadium,24,drizzle
NRG Stadium,25,rainy
NRG Stadium,26,drizzle
NRG Stadium,27,cloudy
NRG Stadium,28,rainy
NRG Stadium,29,rainy
NRG Stadium,30,rainy
NRG Stadium,31,drizzle
NRG Stadium,32,drizzle
NRG Stadium,33,drizzle
NRG Stadium,34,cloudy
NRG Stadium,35,rainy
NRG Stadium,36,rainy
NRG Stadium,37,cloudy
NRG Stadium,38,drizzle
NRG Stadium,39,sunny
NRG Stadium,40,sunny
NRG Stadium,41,sunny
NRG Stadium,42,sunny
NRG Stadium,43,cloudy
NRG Stadium,44,rainy
NRG Stadium,45,rainy
NRG Stadium,46,sunny
NRG Stadium,47,sunny
NRG Stadium,48,cloudy
NRG Stadium,49,cloudy
NRG Stadium,50,cloudy
NRG Stadium,51,drizzle
NRG Stadium,52,rainy
Paycor Stadium,1,snowy
Paycor Stadium,2,snowy
Paycor Stadium,3,snowy
Paycor Stadium,4,drizzle
Paycor Stadium,5,cloudy
Paycor Stadium,6,cloudy
Paycor Stadium,7,cloudy
Paycor Stadium,8,cloudy
Paycor Stadium,9,cloudy
Paycor Stadium,10,rainy
Paycor Stadium,11,cloudy
Paycor Stadium,12,cloudy
Paycor Stadium,13,cloudy
Paycor Stadium,14,rainy
Paycor Stadium,15,rainy
Paycor Stadium,16,cloudy
Paycor Stadium,17,cloudy
Paycor Stadium,18,rainy
Paycor Stadium,19,rainy
Paycor Stadium,20,drizzle
Paycor Stadium,21,drizzle
Paycor Stadium,22,drizzle
Paycor Stadium,23,drizzle
Paycor Stadium,24,cloudy
Paycor Stadium,25,drizzle
Paycor Stadium,26,cloudy
Paycor Stadium,27,cloudy
Paycor Stadium,28,rainy
Paycor Stadium,29,drizzle
Paycor Stadium,30,drizzle
Paycor Stadium,31,rainy
Paycor Stadium,32,cloudy
Paycor Stadium,33,rainy
Paycor Stadium,34,cloudy
Paycor Stadium,35,cloudy
Paycor Stadium,36,sunny
Paycor Stadium,37,sunny
Paycor Stadium,38,cloudy
Paycor Stadium,39,drizzle
Paycor Stadium,40,cloudy
Paycor Stadium,41,sunny
Paycor Stadium,42,cloudy
Paycor Stadium,43,cloudy
Paycor Stadium,44,cloudy
Paycor Stadium,45,cloudy
Paycor Stadium,46,cloudy
Paycor Stadium,47,drizzle
Paycor Stadium,48,rainy
Paycor Stadium,49,snowy
Paycor Stadium,50,rainy
Paycor Stadium,51,cloudy
Paycor Stadium,52,drizzle
Raymond James Stadium,1,drizzle
Raymond James Stadium,2,drizzle
Raymond James Stadium,3,drizzle
Raymond James Stadium,4,cloudy
Raymond James Stadium,5,cloudy
Raymond James Stadium,6,cloudy
Raymond James Stadium,7,cloudy
Raymond James Stadium,8,sunny
Raymond James Stadium,9,drizzle
Raymond James Stadium,10,drizzle
Raymond James Stadium,11,cloudy
Raymond James Stadium,12,cloudy
Raymond James Stadium,13,cloudy
Raymond James Stadium,14,cloudy
Raymond James Stadium,15,cloudy
Raymond James Stadium,16,cloudy
Raymond James Stadium,17,cloudy
Raymond James Stadium,18,cloudy
Raymond James Stadium,19,drizzle
Raymond James Stadium,20,drizzle
Raymond James Stadium,21,cloudy
Raymond James Stadium,22,cloudy
Raymond James Stadium,23,drizzle
Raymond James Stadium,24,rainy
Raymond James Stadium,25,drizzle
Raymond James Stadium,26,rainy
Raymond James Stadium,27,rainy
Raymond James Stadium,28,rainy
Raymond James Stadium,29,rainy
Raymond James Stadium,30,rainy
Raymond James Stadium,31,rainy
Raymond James Stadium,32,drizzle
Raymond James Stadium,33,drizzle
Raymond James Stadium,34,drizzle
Raymond James Stadium,35,rainy
Raymond James Stadium,36,rainy
Raymond James Stadium,37,rainy
Raymond James Stadium,38,drizzle
Raymond James Stadium,39,rainy
Raymond James Stadium,40,rainy
Raymond James Stadium,41,rainy
Raymond James Stadium,42,cloudy
Raymond James Stadium,43,cloudy
Raymond James Stadium,44,cloudy
Raymond James Stadium,45,cloudy
Raymond James Stadium,46,cloudy
Raymond James Stadium,47,cloudy
Raymond James Stadium,48,cloudy
Raymond James Stadium,49,cloudy
Raymond James Stadium,50,cloudy
Raymond James Stadium,51,drizzle
Raymond James Stadium,52,cloudy
SoFi Stadium,1,cloudy
SoFi Stadium,2,cloudy
SoFi Stadium,3,cloudy
SoFi Stadium,4,cloudy
SoFi Stadium,5,cloudy
SoFi Stadium,6,rainy
SoFi Stadium,7,cloudy
SoFi Stadium,8,cloudy
SoFi Stadium,9,drizzle
SoFi Stadium,10,cloudy
SoFi Stadium,11,cloudy
SoFi Stadium,12,cloudy
SoFi Stadium,13,cloudy
SoFi Stadium,14,cloudy
SoFi Stadium,15,sunny
SoFi Stadium,16,cloudy
SoFi Stadium,17,cloudy
SoFi Stadium,18,cloudy
SoFi Stadium,19,cloudy
SoFi Stadium,20,cloudy
SoFi Stadium,21,cloudy
SoFi Stadium,22,cloudy
SoFi Stadium,23,cloudy
SoFi Stadium,24,cloudy
SoFi Stadium,25,cloudy
SoFi Stadium,26,partly_cloudy
SoFi Stadium,27,cloudy
SoFi Stadium,28,cloudy
SoFi Stadium,29,cloudy
SoFi Stadium,30,partly_cloudy
SoFi Stadium,31,cloudy
SoFi Stadium,32,cloudy
SoFi Stadium,33,cloudy
SoFi Stadium,34,cloudy
SoFi Stadium,35,cloudy
SoFi Stadium,36,cloudy
SoFi Stadium,37,cloudy
SoFi Stadium,38,cloudy
SoFi Stadium,39,cloudy
SoFi Stadium,40,cloudy
SoFi Stadium,41,cloudy
SoFi Stadium,42,cloudy
SoFi Stadium,43,cloudy
SoFi Stadium,44,cloudy
SoFi Stadium,45,sunny
SoFi Stadium,46,cloudy
SoFi Stadium,47,cloudy
SoFi Stadium,48,cloudy
SoFi Stadium,49,cloudy
SoFi Stadium,50,cloudy
SoFi Stadium,51,cloudy
SoFi Stadium,52,cloudy
Soldier Field,1,cloudy
Soldier Field,2,snowy
Soldier Field,3,snowy
Soldier Field,4,rainy
Soldier Field,5,cloudy
Soldier Field,6,cloudy
Soldier Field,7,cloudy
Soldier Field,8,cloudy
Soldier Field,9,cloudy
Soldier Field,10,drizzle
Soldier Field,11,cloudy
Soldier Field,12,cloudy
Soldier Field,13,rainy
Soldier Field,14,rainy
Soldier Field,15,cloudy
Soldier Field,16,cloudy
Soldier Field,17,cloudy
Soldier Field,18,drizzle
Soldier Field,19,rainy
Soldier Field,20,cloudy
Soldier Field,21,drizzle
Soldier Field,22,rainy
Soldier Field,23,cloudy
Soldier Field,24,cloudy
Soldier Field,25,rainy
Soldier Field,26,cloudy
Soldier Field,27,drizzle
Soldier Field,28,rainy
Soldier Field,29,cloudy
Soldier Field,30,drizzle
Soldier Field,31,drizzle
Soldier Field,32,cloudy
Soldier Field,33,rainy
Soldier Field,34,cloudy
Soldier Field,35,drizzle
Soldier Field,36,sunny
Soldier Field,37,cloudy
Soldier Field,38,cloudy
Soldier Field,39,drizzle
Soldier Field,40,cloudy
Soldier Field,41,cloudy
Soldier Field,42,sunny
Soldier Field,43,cloudy
Soldier Field,44,cloudy
Soldier Field,45,rainy
Soldier Field,46,cloudy
Soldier Field,47,cloudy
Soldier Field,48,cloudy
Soldier Field,49,cloudy
Soldier Field,50,cloudy
Soldier Field,51,cloudy
Soldier Field,52,drizzle
State Farm Stadium,1,cloudy
State Farm Stadium,2,cloudy
State Farm Stadium,3,cloudy
State Farm Stadium,4,rainy
State Farm Stadium,5,cloudy
State Farm Stadium,6,rainy
State Farm Stadium,7,cloudy
State Farm Stadium,8,cloudy
State Farm Stadium,9,sunny
State Farm Stadium,10,cloudy
State Farm Stadium,11,drizzle
State Farm Stadium,12,drizzle
State Farm Stadium,13,cloudy
State Farm Stadium,14,cloudy
State Farm Stadium,15,sunny
State Farm Stadium,16,cloudy
State Farm Stadium,17,sunny
State Farm Stadium,18,sunny
State Farm Stadium,19,sunny
State Farm Stadium,20,cloudy
State Farm Stadium,21,sunny
State Farm Stadium,22,sunny
State Farm Stadium,23,cloudy
State Farm Stadium,24,sunny
State Farm Stadium,25,sunny
State Farm Stadium,26,cloudy
State Farm Stadium,27,sunny
State Farm Stadium,28,partly_cloudy
State Farm Stadium,29,cloudy
State Farm Stadium,30,cloudy
State Farm Stadium,31,cloudy
State Farm Stadium,32,cloudy
State Farm Stadium,33,partly_cloudy
State Farm Stadium,34,partly_cloudy
State Farm Stadium,35,cloudy
State Farm Stadium,36,sunny
State Farm Stadium,37,sunny
State Farm Stadium,38,sunny
State Farm Stadium,39,sunny
State Farm Stadium,40,sunny
State Farm Stadium,41,sunny
State Farm Stadium,42,sunny
State Farm Stadium,43,cloudy
State Farm Stadium,44,cloudy
State Farm Stadium,45,sunny
State Farm Stadium,46,sunny
State Farm Stadium,47,cloudy
State Farm Stadium,48,cloudy
State Farm Stadium,49,sunny
State Farm Stadium,50,cloudy
State Farm Stadium,51,cloudy
State Farm Stadium,52,cloudy
U.S. Bank Stadium,1,cloudy
U.S. Bank Stadium,2,snowy
U.S. Bank Stadium,3,cloudy
U.S. Bank Stadium,4,cloudy
U.S. Bank Stadium,5,cloudy
U.S. Bank Stadium,6,cloudy
U.S. Bank Stadium,7,cloudy
U.S. Bank Stadium,8,cloudy
U.S. Bank Stadium,9,cloudy
U.S. Bank Stadium,10,cloudy
U.S. Bank Stadium,11,cloudy
U.S. Bank Stadium,12,snowy
U.S. Bank Stadium,13,cloudy
U.S. Bank Stadium,14,snowy
U.S. Bank Stadium,15,cloudy
U.S. Bank Stadium,16,cloudy
U.S. Bank Stadium,17,rainy
U.S. Bank Stadium,18,rainy
U.S. Bank Stadium,19,cloudy
U.S. Bank Stadium,20,cloudy
U.S. Bank Stadium,21,rainy
U.S. Bank Stadium,22,rainy
U.S. Bank Stadium,23,cloudy
U.S. Bank Stadium,24,rainy
U.S. Bank Stadium,25,rainy
U.S. Bank Stadium,26,rainy
U.S. Bank Stadium,27,rainy
U.S. Bank Stadium,28,drizzle
U.S. Bank Stadium,29,drizzle
U.S. Bank Stadium,30,sunny
U.S. Bank Stadium,31,drizzle
U.S. Bank Stadium,32,cloudy
U.S. Bank Stadium,33,cloudy
U.S. Bank Stadium,34,cloudy
U.S. Bank Stadium,35,rainy
U.S. Bank Stadium,36,cloudy
U.S. Bank Stadium,37,cloudy
U.S. Bank Stadium,38,drizzle
U.S. Bank Stadium,39,sunny
U.S. Bank Stadium,40,cloudy
U.S. Bank Stadium,41,cloudy
U.S. Bank Stadium,42,cloudy
U.S. Bank Stadium,43,cloudy
U.S. Bank Stadium,44,cloudy
U.S. Bank Stadium,45,cloudy
U.S. Bank Stadium,46,cloudy
U.S. Bank Stadium,47,cloudy
U.S. Bank Stadium,48,cloudy
U.S. Bank Stadium,49,cloudy
U.S. Bank Stadium,50,cloudy
U.S. Bank Stadium,51,cloudy
U.S. Bank Stadium,52,cloudy
